Date,Home,xG_Home,xG_Away,Away,Referee,xGA_Home,xGA_Away,Home_Fatigue,Away_Fatigue,Temp,Humidity,Wind,Referee_Bias,G_Home,G_Away,Result
19-10-2019 17:30,Crystal Palace,0.9,3.5,Manchester City,Anthony Taylor,0.4,3.4,Low,Moderate,Moderate,Moderate,Low,Home,0,2,Away
20-10-2019 16:30,Manchester Utd,0.7,1.2,Liverpool,Martin Atkinson,0.7,1.1,Low,Low,Moderate,High,Low,Away,1,1,Draw
21-10-2019 20:00,Sheffield Utd,0.9,1.0,Arsenal,Mike Dean,0.9,0.9,Low,Low,Low,High,Low,Home,1,0,Home
25-10-2019 20:00,Southampton,0.3,4.6,Leicester City,Andre Marriner,0.3,2.7,Moderate,Moderate,Moderate,High,High,Away,0,9,Away
26-10-2019 12:30,Manchester City,2.9,1.0,Aston Villa,Graham Scott,1.8,0.3,Moderate,Moderate,Low,High,Low,Away,3,0,Home
26-10-2019 15:00,Watford,0.8,1.0,Bournemouth,Mike Dean,0.1,0.8,Low,Low,Moderate,High,Moderate,Home,0,0,Draw
26-10-2019 15:00,West Ham,2.3,1.0,Sheffield Utd,David Coote,2.6,0.9,Low,Moderate,Moderate,High,Moderate,Home,1,1,Draw
26-10-2019 15:00,Brighton,1.2,0.9,Everton,Andy Madley,0.2,0.8,Low,Moderate,Moderate,High,Moderate,Away,3,2,Home
26-10-2019 17:30,Burnley,2.1,0.9,Chelsea,Michael Oliver,2.0,0.6,Low,Moderate,Low,High,Low,Away,2,4,Away
27-10-2019 14:00,Newcastle Utd,1.0,2.1,Wolves,Kevin Friend,0.9,1.6,Low,Moderate,Moderate,High,High,Home,1,1,Draw
27-10-2019 16:30,Arsenal,1.3,1.6,Crystal Palace,Martin Atkinson,0.6,0.7,Moderate,Low,Moderate,Moderate,Low,Away,2,2,Draw
27-10-2019 16:30,Liverpool,2.6,1.2,Tottenham,Anthony Taylor,1.7,0.6,Low,Moderate,Moderate,High,Moderate,Home,2,1,Home
27-10-2019 16:30,Norwich City,1.0,4.2,Manchester Utd,Stuart Attwell,0.7,2.3,Low,Moderate,Moderate,Moderate,Moderate,Home,1,3,Away
02-11-2019 12:30,Bournemouth,1.9,0.8,Manchester Utd,Chris Kavanagh,1.3,0.7,Moderate,High,Moderate,High,High,Home,1,0,Home
02-11-2019 15:00,Sheffield Utd,2.3,0.8,Burnley,Simon Hooper,2.4,0.1,Low,Moderate,Low,High,Low,Away,3,0,Home
02-11-2019 15:00,Brighton,2.7,0.4,Norwich City,Kevin Friend,2.0,0.3,Low,Moderate,Moderate,High,High,Home,2,0,Home
02-11-2019 15:00,Aston Villa,0.4,2.4,Liverpool,Jonathan Moss,0.3,2.0,Low,Moderate,Moderate,High,Low,Home,1,2,Away
02-11-2019 15:00,Arsenal,0.9,1.8,Wolves,Michael Oliver,0.7,1.4,Moderate,Moderate,Moderate,High,Moderate,Away,1,1,Draw
02-11-2019 15:00,West Ham,1.8,1.5,Newcastle Utd,Stuart Attwell,1.0,1.3,Low,High,Moderate,High,Moderate,Home,2,3,Away
02-11-2019 15:00,Manchester City,2.9,0.9,Southampton,Lee Mason,1.8,0.1,Low,Moderate,Low,High,Low,Home,2,1,Home
02-11-2019 17:30,Watford,1.3,2.1,Chelsea,Anthony Taylor,0.5,1.6,Low,Low,Moderate,High,Moderate,Home,1,2,Away
03-11-2019 14:00,Crystal Palace,0.5,1.1,Leicester City,Paul Tierney,0.3,0.9,Moderate,Low,Moderate,High,Low,Away,0,2,Away
03-11-2019 16:30,Everton,1.1,0.6,Tottenham,Martin Atkinson,0.6,0.6,Low,Moderate,Moderate,High,Moderate,Away,1,1,Draw
08-11-2019 20:00,Norwich City,0.7,1.3,Watford,Andre Marriner,0.3,0.7,Moderate,Moderate,Low,High,Low,Away,0,2,Away
09-11-2019 12:30,Chelsea,3.6,0.2,Crystal Palace,Mike Dean,2.3,0.2,Moderate,Moderate,Low,High,Low,Home,2,0,Home
09-11-2019 15:00,Southampton,0.9,1.8,Everton,Paul Tierney,0.0,1.6,Low,High,Low,High,Moderate,Away,1,2,Away
09-11-2019 15:00,Burnley,2.1,0.5,West Ham,Kevin Friend,1.9,0.4,Low,Moderate,Low,High,Moderate,Home,3,0,Home
09-11-2019 15:00,Newcastle Utd,2.4,1.8,Bournemouth,Martin Atkinson,0.6,0.4,Low,Moderate,Low,High,Low,Away,2,1,Home
09-11-2019 15:00,Tottenham,1.8,0.9,Sheffield Utd,Graham Scott,1.4,0.7,Moderate,Low,Low,High,Low,Away,1,1,Draw
09-11-2019 17:30,Leicester City,1.2,1.0,Arsenal,Chris Kavanagh,1.0,0.9,Moderate,Low,Low,High,Low,Home,2,0,Home
10-11-2019 14:00,Manchester Utd,3.6,0.8,Brighton,Jonathan Moss,3.2,0.8,Low,Moderate,Low,Moderate,Low,Home,3,1,Home
10-11-2019 14:00,Wolves,2.4,0.6,Aston Villa,Anthony Taylor,0.7,0.4,Low,Low,Low,High,Low,Home,2,1,Home
10-11-2019 16:30,Liverpool,1.1,1.3,Manchester City,Michael Oliver,0.9,1.1,Low,Low,Low,High,Low,Away,3,1,Home
23-11-2019 12:30,West Ham,0.7,2.1,Tottenham,Michael Oliver,0.6,1.8,Low,Low,Low,High,Low,Away,2,3,Away
23-11-2019 15:00,Crystal Palace,1.0,1.4,Liverpool,Kevin Friend,0.9,1.0,Low,Moderate,Moderate,High,Low,Home,1,2,Away
23-11-2019 15:00,Arsenal,1.8,2.4,Southampton,Stuart Attwell,0.7,1.4,Low,Low,Moderate,High,Low,Home,2,2,Draw
23-11-2019 15:00,Bournemouth,0.6,1.1,Wolves,Simon Hooper,0.5,0.8,Low,Low,Moderate,High,Low,Away,1,2,Away
23-11-2019 15:00,Everton,0.9,1.7,Norwich City,Anthony Taylor,0.7,1.1,Low,Moderate,Low,High,Low,Home,0,2,Away
23-11-2019 15:00,Brighton,0.6,3.6,Leicester City,Mike Dean,0.6,2.4,Low,Low,Moderate,High,Low,Home,0,2,Away
23-11-2019 15:00,Watford,1.0,1.9,Burnley,Paul Tierney,0.7,0.7,Low,Moderate,Moderate,High,Low,Away,0,3,Away
23-11-2019 17:30,Manchester City,1.0,0.9,Chelsea,Martin Atkinson,0.5,0.7,Low,Moderate,Low,High,Low,Away,2,1,Home
24-11-2019 16:30,Sheffield Utd,1.3,1.3,Manchester Utd,Andre Marriner,0.9,1.2,Low,Low,Low,High,Low,Away,3,3,Draw
25-11-2019 20:00,Aston Villa,2.3,0.6,Newcastle Utd,Lee Mason,2.3,0.5,Low,Moderate,Moderate,High,Low,Home,2,0,Home
30-11-2019 12:30,Newcastle Utd,0.3,2.4,Manchester City,Chris Kavanagh,0.2,1.4,Moderate,Moderate,Low,High,Low,Home,2,2,Draw
30-11-2019 15:00,Tottenham,2.3,1.1,Bournemouth,Lee Mason,2.2,0.8,Low,Low,Low,High,Low,Home,3,2,Home
30-11-2019 15:00,Liverpool,1.3,0.8,Brighton,Martin Atkinson,0.9,0.7,Low,Moderate,Low,High,Low,Away,2,1,Home
30-11-2019 15:00,Burnley,1.9,0.7,Crystal Palace,Peter Bankes,1.0,0.5,Low,Moderate,Low,High,Low,Home,0,2,Away
30-11-2019 15:00,Chelsea,2.3,0.9,West Ham,Jonathan Moss,0.9,0.9,Moderate,Low,Low,High,Low,Home,0,1,Away
30-11-2019 17:30,Southampton,2.1,0.6,Watford,Michael Oliver,1.8,0.2,Low,Low,Low,High,Moderate,Away,2,1,Home
01-12-2019 14:00,Norwich City,0.8,1.9,Arsenal,Paul Tierney,0.6,0.5,Low,Low,Low,Moderate,Moderate,Away,2,2,Draw
01-12-2019 14:00,Wolves,1.3,1.5,Sheffield Utd,David Coote,0.8,1.4,Low,Moderate,Low,High,Low,Home,1,1,Draw
01-12-2019 16:30,Leicester City,2.2,1.1,Everton,Graham Scott,1.9,1.1,Low,Low,Low,High,Low,Away,2,1,Home
01-12-2019 16:30,Manchester Utd,1.7,1.2,Aston Villa,Craig Pawson,0.7,0.3,Low,Moderate,Low,High,Low,Home,2,2,Draw
03-12-2019 19:30,Crystal Palace,0.3,0.4,Bournemouth,Anthony Taylor,0.3,0.2,Moderate,Moderate,Low,High,Low,Home,1,0,Home
03-12-2019 20:15,Burnley,0.6,2.2,Manchester City,Jonathan Moss,0.5,1.8,Moderate,Moderate,Low,High,Low,Home,1,4,Away
04-12-2019 19:30,Wolves,1.5,0.6,West Ham,Andre Marriner,1.5,0.5,Moderate,Moderate,Low,High,Low,Away,2,0,Home
04-12-2019 19:30,Southampton,1.7,0.9,Norwich City,Kevin Friend,1.6,0.8,Moderate,High,Low,High,Low,Home,2,1,Home
04-12-2019 19:30,Chelsea,1.8,1.0,Aston Villa,Chris Kavanagh,1.6,0.9,Moderate,Moderate,Low,High,Low,Home,2,1,Home
04-12-2019 19:30,Manchester Utd,1.4,0.9,Tottenham,Paul Tierney,0.4,0.2,Moderate,High,Low,High,Low,Away,2,1,Home
04-12-2019 19:30,Leicester City,2.4,0.2,Watford,Craig Pawson,1.4,0.2,Moderate,Moderate,Low,High,Low,Home,2,0,Home
04-12-2019 20:15,Liverpool,2.0,1.5,Everton,Mike Dean,2.0,1.0,Moderate,Moderate,Low,High,Low,Home,5,2,Home
05-12-2019 19:30,Sheffield Utd,1.1,0.5,Newcastle Utd,Stuart Attwell,0.8,0.5,Moderate,Moderate,Low,High,High,Home,0,2,Away
05-12-2019 20:15,Arsenal,0.9,1.7,Brighton,Graham Scott,0.8,1.5,Moderate,Moderate,Low,High,Moderate,Away,1,2,Away
07-12-2019 12:30,Everton,1.8,1.1,Chelsea,Craig Pawson,1.0,0.9,High,High,Low,High,Moderate,Home,3,1,Home
07-12-2019 15:00,Tottenham,2.6,0.9,Burnley,Kevin Friend,2.7,0.6,High,High,Moderate,High,Moderate,Home,5,0,Home
07-12-2019 15:00,Watford,1.4,0.2,Crystal Palace,Martin Atkinson,1.3,0.1,High,Moderate,Moderate,High,Low,Away,0,0,Draw
07-12-2019 15:00,Bournemouth,0.1,2.4,Liverpool,Chris Kavanagh,0.1,2.3,Moderate,High,Moderate,High,Moderate,Home,0,3,Away
07-12-2019 17:30,Manchester City,2.2,1.4,Manchester Utd,Anthony Taylor,1.8,0.6,Moderate,Moderate,Low,High,Moderate,Home,1,2,Away
08-12-2019 14:00,Norwich City,0.7,0.8,Sheffield Utd,Simon Hooper,0.6,0.6,Moderate,Moderate,Low,Moderate,High,Away,1,2,Away
08-12-2019 14:00,Aston Villa,1.2,4.6,Leicester City,Michael Oliver,1.1,4.4,Moderate,Moderate,Low,Moderate,Moderate,Away,1,4,Away
08-12-2019 14:00,Newcastle Utd,0.9,1.7,Southampton,David Coote,0.3,1.3,High,High,Low,High,High,Home,2,1,Home
08-12-2019 16:30,Brighton,1.2,1.5,Wolves,Jonathan Moss,0.4,1.3,High,Moderate,Low,High,Moderate,Home,2,2,Draw
09-12-2019 20:00,West Ham,0.6,1.4,Arsenal,Mike Dean,0.4,1.3,Moderate,Moderate,Low,High,Low,Home,1,3,Away
14-12-2019 12:30,Liverpool,1.4,1.0,Watford,Andre Marriner,1.0,0.6,Moderate,High,Low,High,High,Away,2,0,Home
14-12-2019 15:00,Leicester City,1.1,1.1,Norwich City,Andy Madley,0.9,1.0,Moderate,Moderate,Low,Moderate,Moderate,Away,1,1,Draw
14-12-2019 15:00,Burnley,1.4,1.0,Newcastle Utd,Tim Robinson,1.1,0.8,Low,Moderate,Low,High,Moderate,Home,1,0,Home
14-12-2019 15:00,Sheffield Utd,1.7,1.1,Aston Villa,Peter Bankes,1.5,0.3,Moderate,Moderate,Low,High,Moderate,Home,2,0,Home
14-12-2019 15:00,Chelsea,2.1,1.0,Bournemouth,Graham Scott,1.5,0.7,Low,Low,Low,Moderate,Moderate,Away,0,1,Away
14-12-2019 17:30,Southampton,0.9,0.9,West Ham,Martin Atkinson,0.5,0.8,Moderate,Moderate,Low,High,Moderate,Away,0,1,Away
15-12-2019 14:00,Manchester Utd,1.4,0.3,Everton,Michael Oliver,0.7,0.2,Low,Low,Low,High,Moderate,Away,1,1,Draw
15-12-2019 14:00,Wolves,0.9,0.9,Tottenham,Stuart Attwell,0.7,0.9,Moderate,Low,Low,High,Moderate,Home,1,2,Away
15-12-2019 16:30,Arsenal,0.5,1.3,Manchester City,Paul Tierney,0.1,0.5,Moderate,Moderate,Low,Moderate,Moderate,Away,0,3,Away
16-12-2019 19:45,Crystal Palace,0.7,2.3,Brighton,Craig Pawson,0.5,0.8,Low,Low,Low,High,Low,Home,1,1,Draw
21-12-2019 12:30,Everton,0.5,0.6,Arsenal,Kevin Friend,0.3,0.6,Moderate,High,Low,High,Moderate,Home,0,0,Draw
21-12-2019 15:00,Norwich City,1.3,1.4,Wolves,Peter Bankes,1.0,1.1,Low,Moderate,Low,High,Moderate,Home,1,2,Away
21-12-2019 15:00,Brighton,0.5,1.3,Sheffield Utd,Robert Jones,0.3,0.5,Moderate,Moderate,Low,High,Moderate,Away,0,1,Away
21-12-2019 15:00,Newcastle Utd,0.5,1.3,Crystal Palace,Simon Hooper,0.3,1.1,Low,High,Low,High,Low,Away,1,0,Home
21-12-2019 15:00,Aston Villa,1.1,2.8,Southampton,Craig Pawson,1.0,1.5,Low,Moderate,Low,High,Low,Home,1,3,Away
21-12-2019 15:00,Bournemouth,0.1,0.2,Burnley,Martin Atkinson,0.1,0.2,Low,Moderate,Moderate,High,Moderate,Away,0,1,Away
21-12-2019 17:30,Manchester City,3.3,1.1,Leicester City,Mike Dean,2.6,1.1,Moderate,Low,Low,High,Low,Home,3,1,Home
22-12-2019 14:00,Watford,1.5,1.8,Manchester Utd,Lee Mason,0.4,1.7,Low,Low,Low,High,Moderate,Home,2,0,Home
22-12-2019 16:30,Tottenham,0.3,1.3,Chelsea,Anthony Taylor,0.2,0.4,Low,Low,Low,High,Low,Home,0,2,Away
26-12-2019 12:30,Tottenham,0.8,1.0,Brighton,Graham Scott,0.6,0.8,Moderate,Moderate,Low,High,Moderate,Away,2,1,Home
26-12-2019 15:00,Aston Villa,0.6,1.2,Norwich City,Chris Kavanagh,0.6,0.9,Moderate,Moderate,Low,High,Low,Home,1,0,Home
26-12-2019 15:00,Crystal Palace,2.7,0.9,West Ham,Andre Marriner,1.6,0.8,Moderate,Low,Low,High,Moderate,Away,2,1,Home
26-12-2019 15:00,Bournemouth,2.0,1.4,Arsenal,Stuart Attwell,1.2,0.8,Moderate,Moderate,Moderate,High,Moderate,Home,1,1,Draw
26-12-2019 15:00,Sheffield Utd,2.4,0.6,Watford,David Coote,1.4,0.4,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
26-12-2019 15:00,Everton,1.4,0.3,Burnley,Anthony Taylor,1.1,0.3,Moderate,Moderate,Low,High,Low,Home,1,0,Home
26-12-2019 15:00,Chelsea,0.7,1.1,Southampton,Jonathan Moss,0.6,0.5,Moderate,Moderate,Low,High,High,Home,0,2,Away
26-12-2019 17:30,Manchester Utd,1.9,0.8,Newcastle Utd,Kevin Friend,1.3,0.8,Moderate,Moderate,Low,High,Low,Home,4,1,Home
26-12-2019 20:00,Leicester City,0.1,3.2,Liverpool,Michael Oliver,0.1,2.1,Moderate,Low,Low,High,Low,Away,0,4,Away
27-12-2019 19:45,Wolves,2.6,1.5,Manchester City,Martin Atkinson,2.2,0.5,Moderate,Moderate,Low,High,Low,Away,3,2,Home
28-12-2019 12:30,Brighton,0.8,0.5,Bournemouth,Paul Tierney,0.7,0.4,High,Moderate,Low,High,Low,Away,2,0,Home
28-12-2019 15:00,Watford,2.8,0.6,Aston Villa,Simon Hooper,1.3,0.6,High,Moderate,Low,High,Low,Away,3,0,Home
28-12-2019 15:00,Newcastle Utd,1.8,2.9,Everton,Lee Mason,1.6,2.6,High,Moderate,Moderate,High,Low,Home,1,2,Away
28-12-2019 15:00,Southampton,1.4,0.3,Crystal Palace,Andy Madley,0.9,0.2,High,Moderate,Low,High,Low,Away,1,1,Draw
28-12-2019 17:30,West Ham,1.0,2.5,Leicester City,David Coote,0.8,1.5,High,Moderate,Low,High,Low,Home,1,2,Away
28-12-2019 17:30,Norwich City,0.2,1.9,Tottenham,Kevin Friend,0.2,1.0,High,Moderate,Low,High,Low,Home,2,2,Draw
28-12-2019 19:45,Burnley,0.5,2.2,Manchester Utd,Mike Dean,0.3,1.5,High,Moderate,Low,High,Low,Home,0,2,Away
29-12-2019 14:00,Arsenal,0.5,1.4,Chelsea,Craig Pawson,0.4,1.2,High,Moderate,Low,High,Low,Home,1,2,Away
29-12-2019 16:30,Liverpool,1.2,0.5,Wolves,Anthony Taylor,1.2,0.3,High,Moderate,Low,High,Moderate,Home,1,0,Home
29-12-2019 18:00,Manchester City,1.1,1.1,Sheffield Utd,Chris Kavanagh,0.9,1.0,High,Moderate,Low,High,Low,Home,2,0,Home
01-01-2020 12:30,Brighton,1.3,1.3,Chelsea,Stuart Attwell,1.0,0.6,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
01-01-2020 12:30,Burnley,2.2,1.3,Aston Villa,Michael Oliver,2.1,0.9,Moderate,Moderate,Low,High,Low,Away,1,2,Away
01-01-2020 15:00,Newcastle Utd,0.7,2.6,Leicester City,Martin Atkinson,0.7,1.7,Moderate,High,Low,High,Low,Away,0,3,Away
01-01-2020 15:00,Southampton,1.3,0.9,Tottenham,Mike Dean,1.3,0.7,Moderate,Moderate,Low,High,Low,Home,1,0,Home
01-01-2020 15:00,Watford,1.1,1.2,Wolves,Andy Madley,1.0,1.0,Moderate,Moderate,Low,High,Low,Away,2,1,Home
01-01-2020 17:30,Norwich City,1.4,1.3,Crystal Palace,Jonathan Moss,1.3,1.3,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
01-01-2020 17:30,West Ham,2.4,0.6,Bournemouth,Graham Scott,1.5,0.6,Moderate,Moderate,Low,High,Low,Away,4,0,Home
01-01-2020 17:30,Manchester City,1.5,1.0,Everton,Andre Marriner,1.5,0.3,High,Moderate,Low,High,Low,Away,2,1,Home
01-01-2020 20:00,Arsenal,1.5,0.7,Manchester Utd,Chris Kavanagh,0.5,0.6,Moderate,High,Low,High,Low,Home,2,0,Home
02-01-2020 20:00,Liverpool,2.8,0.6,Sheffield Utd,Paul Tierney,2.4,0.6,Moderate,Moderate,Moderate,High,Moderate,Away,2,0,Home
10-01-2020 20:00,Sheffield Utd,1.4,0.7,West Ham,Michael Oliver,1.2,0.3,Low,Low,Low,High,Moderate,Away,1,0,Home
11-01-2020 12:30,Crystal Palace,0.6,1.4,Arsenal,Paul Tierney,0.5,0.4,Low,Low,Low,High,Moderate,Away,1,1,Draw
11-01-2020 15:00,Chelsea,2.7,0.8,Burnley,Kevin Friend,1.7,0.2,Low,Moderate,Moderate,High,Moderate,Home,3,0,Home
11-01-2020 15:00,Everton,1.7,1.3,Brighton,David Coote,1.5,0.3,Low,Moderate,Moderate,High,Moderate,Home,1,0,Home
11-01-2020 15:00,Leicester City,0.7,2.1,Southampton,Lee Mason,0.7,1.5,Low,Low,Low,High,Moderate,Home,1,2,Away
11-01-2020 15:00,Wolves,1.6,0.2,Newcastle Utd,Peter Bankes,0.9,0.2,Low,Moderate,Moderate,High,Moderate,Home,1,1,Draw
11-01-2020 15:00,Manchester Utd,2.9,0.3,Norwich City,Anthony Taylor,2.0,0.1,Low,Moderate,Moderate,High,Moderate,Home,4,0,Home
11-01-2020 17:30,Tottenham,1.2,1.2,Liverpool,Martin Atkinson,1.1,1.1,Low,Moderate,Moderate,High,High,Away,0,1,Away
12-01-2020 14:00,Bournemouth,0.4,2.0,Watford,Mike Dean,0.2,1.4,Low,Low,Moderate,High,Moderate,Home,0,3,Away
12-01-2020 16:30,Aston Villa,1.1,2.8,Manchester City,Jonathan Moss,0.3,2.5,Low,Low,Low,High,Low,Home,1,6,Away
18-01-2020 12:30,Watford,2.5,1.9,Tottenham,Michael Oliver,1.6,1.4,Moderate,Moderate,Low,High,Low,Away,0,0,Draw
18-01-2020 15:00,Arsenal,1.4,0.8,Sheffield Utd,Mike Dean,0.4,0.5,Low,Low,Low,Moderate,Low,Home,1,1,Draw
18-01-2020 15:00,Norwich City,1.8,0.7,Bournemouth,Paul Tierney,0.9,0.3,Low,High,Low,High,Low,Away,1,0,Home
18-01-2020 15:00,Manchester City,2.6,0.4,Crystal Palace,Graham Scott,2.3,0.3,Moderate,Moderate,Low,High,Moderate,Away,2,2,Draw
18-01-2020 15:00,Southampton,0.7,2.4,Wolves,Darren England,0.5,1.3,Low,Low,Low,High,Low,Away,2,3,Away
18-01-2020 15:00,Brighton,1.1,0.6,Aston Villa,Andy Madley,0.8,0.4,Low,Moderate,Low,Moderate,Low,Away,1,1,Draw
18-01-2020 15:00,West Ham,1.3,1.7,Everton,Andre Marriner,1.2,1.6,Low,Moderate,Low,Moderate,Low,Away,1,1,Draw
18-01-2020 17:30,Newcastle Utd,0.6,2.4,Chelsea,Chris Kavanagh,0.6,1.7,Low,Moderate,Low,High,Moderate,Home,1,0,Home
19-01-2020 14:00,Burnley,1.4,2.5,Leicester City,Anthony Taylor,0.2,1.5,Low,Low,Low,High,Low,Home,2,1,Home
19-01-2020 16:30,Liverpool,1.9,1.3,Manchester Utd,Craig Pawson,1.8,1.1,Low,Low,Low,High,Low,Home,2,0,Home
21-01-2020 19:30,Crystal Palace,0.6,1.1,Southampton,Andre Marriner,0.5,1.1,Moderate,Moderate,Low,High,Low,Away,0,2,Away
21-01-2020 19:30,Everton,1.8,1.3,Newcastle Utd,Simon Hooper,1.7,0.2,Moderate,Moderate,Low,High,Moderate,Away,2,2,Draw
21-01-2020 19:30,Aston Villa,1.3,1.8,Watford,Martin Atkinson,0.8,1.1,Moderate,Moderate,Low,High,Low,Away,2,1,Home
21-01-2020 19:30,Sheffield Utd,0.8,2.8,Manchester City,Lee Mason,0.6,2.0,Moderate,Moderate,Low,High,Moderate,Home,0,1,Away
21-01-2020 19:30,Bournemouth,1.4,1.8,Brighton,Kevin Friend,0.7,0.9,Moderate,Moderate,Low,High,Low,Home,3,1,Home
21-01-2020 20:15,Chelsea,2.9,0.4,Arsenal,Stuart Attwell,1.6,0.4,Moderate,Moderate,Low,High,Low,Home,2,2,Draw
22-01-2020 19:30,Leicester City,2.8,1.6,West Ham,David Coote,1.9,0.2,Moderate,Moderate,Low,High,Low,Home,4,1,Home
22-01-2020 19:30,Tottenham,2.1,1.5,Norwich City,Chris Kavanagh,1.1,0.6,Moderate,Moderate,Low,High,Low,Home,2,1,Home
22-01-2020 20:15,Manchester Utd,1.4,0.6,Burnley,Jonathan Moss,1.0,0.6,Moderate,Moderate,Low,High,Low,Home,0,2,Away
23-01-2020 20:00,Wolves,1.8,1.1,Liverpool,Michael Oliver,1.8,0.6,Moderate,Moderate,Low,High,Low,Away,1,2,Away
29-01-2020 19:45,West Ham,0.7,2.8,Liverpool,Jonathan Moss,0.6,1.4,Low,High,Low,High,Moderate,Home,0,2,Away
01-02-2020 12:30,Leicester City,1.4,0.6,Chelsea,Lee Mason,1.3,0.4,Low,Low,Moderate,Moderate,High,Home,2,2,Draw
01-02-2020 15:00,West Ham,0.8,1.9,Brighton,Michael Oliver,0.7,1.5,High,Low,Moderate,Moderate,High,Away,3,3,Draw
01-02-2020 15:00,Watford,0.9,2.2,Everton,Craig Pawson,0.6,1.4,Low,Moderate,Moderate,Moderate,High,Home,2,3,Away
01-02-2020 15:00,Crystal Palace,0.8,0.7,Sheffield Utd,Andy Madley,0.7,0.5,Low,Low,Moderate,Moderate,High,Away,0,1,Away
01-02-2020 15:00,Liverpool,3.2,0.8,Southampton,Kevin Friend,3.0,0.5,High,Moderate,Low,High,High,Home,4,0,Home
01-02-2020 15:00,Bournemouth,2.2,1.7,Aston Villa,Anthony Taylor,1.6,1.2,Low,Low,Moderate,Moderate,Moderate,Home,2,1,Home
01-02-2020 15:00,Newcastle Utd,1.0,2.2,Norwich City,Martin Atkinson,0.5,2.0,Low,Moderate,Low,High,High,Away,0,0,Draw
01-02-2020 17:30,Manchester Utd,1.0,1.3,Wolves,Paul Tierney,0.6,1.0,Low,Low,Low,High,High,Away,0,0,Draw
02-02-2020 14:00,Burnley,1.9,1.2,Arsenal,Chris Kavanagh,2.0,1.2,Low,Moderate,Low,High,Moderate,Home,0,0,Draw
02-02-2020 16:30,Tottenham,0.3,2.4,Manchester City,Mike Dean,0.3,1.2,Low,Moderate,Moderate,High,Moderate,Home,2,0,Home
08-02-2020 12:30,Everton,2.5,1.1,Crystal Palace,David Coote,1.3,0.4,Moderate,High,Low,High,Moderate,Home,3,1,Home
08-02-2020 17:30,Brighton,0.8,0.2,Watford,Kevin Friend,0.5,0.2,Low,Low,Low,High,Moderate,Home,1,1,Draw
09-02-2020 14:00,Sheffield Utd,1.9,1.4,Bournemouth,Jonathan Moss,1.2,0.9,Low,Moderate,Low,High,High,Home,2,1,Home
14-02-2020 20:00,Wolves,1.0,0.7,Leicester City,Mike Dean,0.7,0.6,Low,Low,Low,High,Low,Home,0,0,Draw
15-02-2020 12:30,Southampton,0.8,0.8,Burnley,Simon Hooper,0.6,0.8,Low,Moderate,Moderate,High,High,Away,1,2,Away
15-02-2020 17:30,Norwich City,0.3,2.0,Liverpool,Stuart Attwell,0.3,1.1,Low,Moderate,Moderate,High,High,Home,0,1,Away
16-02-2020 14:00,Aston Villa,1.8,3.4,Tottenham,Martin Atkinson,1.6,1.8,Low,Low,Low,High,Moderate,Away,2,3,Away
16-02-2020 16:30,Arsenal,2.6,0.9,Newcastle Utd,Lee Mason,2.5,0.8,Low,Moderate,Low,High,Moderate,Home,4,0,Home
17-02-2020 20:00,Chelsea,0.9,0.6,Manchester Utd,Anthony Taylor,0.6,0.5,Low,Moderate,Low,High,Moderate,Home,0,2,Away
19-02-2020 19:30,Manchester City,2.1,0.1,West Ham,Kevin Friend,1.8,0.1,Low,Moderate,Low,High,Moderate,Home,2,0,Home
22-02-2020 12:30,Chelsea,1.7,0.2,Tottenham,Michael Oliver,0.6,0.2,Moderate,Moderate,Moderate,Moderate,High,Away,2,1,Home
22-02-2020 15:00,Crystal Palace,1.6,0.2,Newcastle Utd,Peter Bankes,1.4,0.2,Low,High,Moderate,Moderate,Moderate,Home,1,0,Home
22-02-2020 15:00,Southampton,2.6,0.5,Aston Villa,Craig Pawson,1.6,0.5,Low,Moderate,Moderate,High,High,Home,2,0,Home
22-02-2020 15:00,Burnley,3.2,1.8,Bournemouth,Mike Dean,1.9,1.6,Low,Moderate,Low,Moderate,High,Home,3,0,Home
22-02-2020 15:00,Sheffield Utd,1.6,1.2,Brighton,Graham Scott,1.5,1.1,Low,Moderate,Low,Moderate,High,Away,1,1,Draw
22-02-2020 17:30,Leicester City,0.8,2.4,Manchester City,Paul Tierney,0.6,1.5,Low,Moderate,Low,Moderate,Moderate,Away,0,1,Away
23-02-2020 14:00,Wolves,2.9,0.4,Norwich City,Chris Kavanagh,1.7,0.4,Low,Low,Low,Moderate,Moderate,Home,3,0,Home
23-02-2020 14:00,Manchester Utd,2.4,0.3,Watford,Martin Atkinson,1.2,0.2,Moderate,Low,Low,Moderate,High,Away,3,0,Home
23-02-2020 16:30,Arsenal,1.3,2.7,Everton,Stuart Attwell,1.3,2.6,Low,Moderate,Moderate,Moderate,Moderate,Home,3,2,Home
24-02-2020 20:00,Liverpool,2.4,0.7,West Ham,Jonathan Moss,1.9,0.6,Low,High,Low,High,High,Home,3,2,Home
28-02-2020 20:00,Norwich City,0.6,1.3,Leicester City,Craig Pawson,0.4,0.8,Moderate,Moderate,Low,High,Moderate,Home,1,0,Home
29-02-2020 12:30,Brighton,2.2,2.5,Crystal Palace,Martin Atkinson,1.7,2.2,Moderate,Moderate,Low,Moderate,High,Away,0,1,Away
