,Unnamed: 0,Date,Home,xG_Home,xG_Away,Away,Referee,xGA_Home,xGA_Away,Home_Fatigue,Away_Fatigue,Temp,Humidity,Wind,Referee_Bias,G_Home,G_Away,Result
381,381,01-09-2019 16:30,Arsenal,1.9,1.6,Tottenham,Martin Atkinson,1.2,0.7,Low,Low,Moderate,Low,Moderate,Away,2,3,Away
382,382,14-09-2019 12:30,Liverpool,2.5,0.3,Newcastle Utd,Andre Marriner,2.3,0.3,Low,Low,Low,High,Low,Away,2,0,Home
383,383,14-09-2019 15:00,Wolves,0.2,2.5,Chelsea,Graham Scott,1.3,0.4,High,High,Low,High,Low,Away,1,3,Away
384,384,14-09-2019 15:00,Brighton,2.7,1.1,Burnley,Michael Oliver,1.6,0.9,Low,Moderate,Moderate,Moderate,Moderate,Home,3,2,Home
385,385,14-09-2019 15:00,Tottenham,0.8,0.2,Crystal Palace,Craig Pawson,0.7,0.1,Moderate,Moderate,Moderate,Moderate,Moderate,Away,2,0,Home
386,386,14-09-2019 15:00,Manchester Utd,2.7,0.7,Leicester City,Martin Atkinson,2.5,0.5,Low,Low,Moderate,Moderate,Moderate,Home,1,0,Home
387,387,14-09-2019 15:00,Sheffield Utd,1.9,1.6,Southampton,Lee Mason,0.7,0.7,Low,Low,Moderate,Moderate,Low,Home,3,2,Home
388,388,14-09-2019 17:30,Norwich City,1.4,1.2,Manchester City,Kevin Friend,0.8,0.5,Low,Low,Low,High,Low,Away,2,3,Away
389,389,15-09-2019 14:00,Bournemouth,2.0,2.1,Everton,Paul Tierney,0.3,1.4,Low,Moderate,Moderate,Moderate,Moderate,Away,2,5,Away
390,390,15-09-2019 16:30,Watford,0.8,1.1,Arsenal,Anthony Taylor,0.7,0.3,Low,Moderate,Low,High,Moderate,Away,1,2,Away
391,391,16-09-2019 20:00,Aston Villa,0.5,1.7,West Ham,Mike Dean,0.4,1.3,Low,Low,Moderate,Moderate,Moderate,Home,1,1,Draw
392,392,20-09-2019 20:00,Southampton,2.2,0.5,Bournemouth,Chris Kavanagh,1.5,0.3,Low,Moderate,Low,Moderate,Low,Home,2,0,Home
393,393,21-09-2019 12:30,Leicester City,0.5,1.1,Tottenham,Paul Tierney,0.3,1.0,Moderate,Moderate,Moderate,Moderate,Moderate,Away,1,0,Home
394,394,21-09-2019 15:00,Manchester City,1.8,1.1,Watford,Mike Dean,0.1,0.8,Low,Low,Moderate,Moderate,Low,Home,3,1,Home
395,395,21-09-2019 15:00,Everton,0.5,2.9,Sheffield Utd,Simon Hooper,0.3,1.2,Low,Low,Moderate,Moderate,Low,Home,1,2,Away
396,396,21-09-2019 15:00,Burnley,0.5,1.0,Norwich City,David Coote,0.4,0.9,Moderate,Moderate,Moderate,Moderate,Low,Away,1,2,Away
397,397,21-09-2019 17:30,Newcastle Utd,1.9,0.5,Brighton,Martin Atkinson,2.3,0.9,Low,Low,Low,Moderate,Moderate,Away,3,0,Home
398,398,22-09-2019 14:00,Crystal Palace,1.0,3.7,Wolves,Stuart Attwell,1.0,3.1,Moderate,Moderate,Low,High,Low,Away,0,4,Away
399,399,22-09-2019 14:00,West Ham,0.4,0.8,Manchester Utd,Anthony Taylor,0.3,0.7,Moderate,Moderate,Moderate,Moderate,Moderate,Home,0,1,Away
400,400,22-09-2019 16:30,Chelsea,2.3,0.9,Liverpool,Michael Oliver,0.9,0.6,Moderate,Moderate,Low,High,Moderate,Away,2,2,Draw
401,401,22-09-2019 16:30,Arsenal,3.6,0.2,Aston Villa,Jonathan Moss,2.3,0.2,Moderate,Moderate,Low,High,Low,Home,2,0,Home
402,402,28-09-2019 12:30,Sheffield Utd,2.1,0.8,Liverpool,Anthony Taylor,2.0,0.7,Moderate,High,Low,High,Moderate,Home,1,1,Draw
403,403,28-09-2019 15:00,Chelsea,1.5,1.3,Brighton,Chris Kavanagh,1.6,1.0,High,High,Moderate,Moderate,Moderate,Home,3,1,Home
404,404,28-09-2019 15:00,Tottenham,0.7,1.0,Southampton,Graham Scott,0.7,0.9,Moderate,Moderate,Moderate,High,Low,Home,0,1,Away
405,405,28-09-2019 15:00,Aston Villa,1.3,0.7,Burnley,Lee Mason,0.8,0.5,Moderate,Low,Moderate,High,Moderate,Home,0,2,Away
406,406,28-09-2019 15:00,Crystal Palace,2.0,2.6,Norwich City,Jonathan Moss,0.6,1.6,Low,Moderate,Low,High,Moderate,Away,3,1,Home
407,407,28-09-2019 15:00,Wolves,2.1,0.5,Watford,Paul Tierney,1.3,0.9,Moderate,Moderate,Moderate,High,Moderate,Away,2,1,Home
408,408,28-09-2019 15:00,Bournemouth,1.3,0.5,West Ham,Stuart Attwell,0.9,0.7,Low,Moderate,Low,High,Moderate,Home,2,1,Home
409,409,28-09-2019 17:30,Everton,0.8,0.7,Manchester City,Michael Oliver,0.5,0.6,Low,Low,Low,High,Low,Home,2,0,Home
410,410,29-09-2019 16:30,Leicester City,1.9,2.1,Newcastle Utd,Craig Pawson,1.5,1.6,Low,Low,Moderate,High,Low,Home,1,3,Away
411,411,30-09-2019 20:00,Manchester Utd,1.4,2.1,Arsenal,Kevin Friend,1.1,1.3,Low,Low,Moderate,High,Low,Away,1,2,Away
412,412,05-10-2019 12:30,Brighton,0.9,1.8,Tottenham,Jonathan Moss,0.7,1.7,Low,Moderate,Moderate,Moderate,Low,Away,3,1,Home
413,413,05-10-2019 15:00,Watford,1.4,1.2,Sheffield Utd,Andre Marriner,0.7,0.5,Low,Moderate,Moderate,Moderate,Low,Home,3,1,Home
414,414,05-10-2019 15:00,Burnley,0.6,1.0,Everton,Graham Scott,0.6,1.0,High,Moderate,Moderate,High,Moderate,Home,0,1,Away
415,415,05-10-2019 15:00,Liverpool,1.3,0.2,Leicester City,Chris Kavanagh,1.0,0.2,Moderate,Moderate,Moderate,Moderate,Low,Away,2,0,Home
416,416,05-10-2019 15:00,Norwich City,0.5,2.3,Aston Villa,Andy Madley,0.5,1.2,Moderate,Moderate,Moderate,Moderate,Low,Away,1,5,Away
417,417,05-10-2019 17:30,West Ham,1.6,0.2,Crystal Palace,Michael Oliver,1.4,0.2,Low,High,Moderate,Moderate,Moderate,Home,1,0,Home
418,418,06-10-2019 14:00,Manchester City,0.6,0.8,Wolves,Craig Pawson,0.5,0.5,Moderate,High,Low,High,Moderate,Home,1,1,Draw
419,419,06-10-2019 14:00,Southampton,0.1,1.8,Chelsea,Paul Tierney,1.4,0.2,Low,Moderate,Moderate,Moderate,Low,Away,0,2,Away
420,420,06-10-2019 14:00,Arsenal,1.1,0.4,Bournemouth,Martin Atkinson,1.0,0.3,Moderate,Moderate,Moderate,High,High,Away,0,0,Draw
421,421,06-10-2019 16:30,Newcastle Utd,2.6,0.3,Manchester Utd,Mike Dean,0.5,0.2,Low,Low,Moderate,High,Moderate,Away,1,0,Home
422,422,19-10-2019 12:30,Everton,1.0,0.6,West Ham,Paul Tierney,1.9,1.4,High,Moderate,Low,High,Moderate,Away,0,1,Away
423,423,19-10-2019 15:00,Aston Villa,0.6,1.7,Brighton,David Coote,0.5,1.1,Moderate,Moderate,Moderate,High,Moderate,Away,1,0,Home
424,424,19-10-2019 15:00,Leicester City,0.8,1.1,Burnley,Jonathan Moss,0.7,0.3,Low,Moderate,Low,High,Moderate,Away,1,2,Away
425,425,19-10-2019 15:00,Tottenham,0.8,1.2,Watford,Chris Kavanagh,2.8,0.9,Moderate,Moderate,Moderate,High,Low,Home,0,1,Away
426,426,19-10-2019 15:00,Wolves,1.5,0.6,Southampton,Peter Bankes,1.4,0.5,Low,Moderate,Low,High,Moderate,Away,1,1,Draw
427,427,19-10-2019 15:00,Chelsea,0.5,1.8,Newcastle Utd,Andre Marriner,0.4,0.9,Low,Low,Moderate,Moderate,Moderate,Home,0,1,Away
428,428,19-10-2019 15:00,Bournemouth,0.7,2.0,Norwich City,Lee Mason,0.4,0.6,Low,Moderate,Moderate,Low,Moderate,Away,2,4,Away
429,429,19-10-2019 17:30,Crystal Palace,0.8,1.9,Manchester City,Anthony Taylor,1.5,0.5,Moderate,Low,Moderate,High,Low,Home,1,2,Away
430,430,20-10-2019 16:30,Manchester Utd,1.7,0.9,Liverpool,Martin Atkinson,1.7,0.8,Low,Moderate,Moderate,Moderate,Moderate,Home,3,1,Home
431,431,21-10-2019 20:00,Sheffield Utd,2.1,0.9,Arsenal,Mike Dean,1.9,0.6,Moderate,Low,Moderate,Moderate,Moderate,Home,3,1,Home
432,432,25-10-2019 20:00,Southampton,0.6,3.6,Leicester City,Andre Marriner,0.6,2.4,Low,Low,Moderate,High,Low,Home,0,2,Away
433,433,26-10-2019 12:30,Manchester City,0.4,2.3,Aston Villa,Graham Scott,0.2,1.4,High,Moderate,Moderate,High,Moderate,Home,1,1,Draw
434,434,26-10-2019 15:00,Watford,1.9,1.0,Bournemouth,Mike Dean,1.5,0.6,Low,Low,Low,High,Low,Home,2,2,Draw
435,435,26-10-2019 15:00,West Ham,3.2,0.8,Sheffield Utd,David Coote,1.2,0.8,Moderate,High,High,Moderate,Moderate,Home,2,1,Home
436,436,26-10-2019 15:00,Brighton,0.7,1.4,Everton,Andy Madley,0.5,0.6,Moderate,Moderate,Moderate,Moderate,Moderate,Away,0,2,Away
437,437,26-10-2019 17:30,Burnley,1.0,0.5,Chelsea,Michael Oliver,0.8,0.5,Moderate,Low,Moderate,Moderate,Moderate,Away,0,2,Away
438,438,27-10-2019 14:00,Newcastle Utd,1.8,0.7,Wolves,Kevin Friend,0.9,0.3,Low,High,Low,High,Low,Away,1,0,Home
439,439,27-10-2019 16:30,Arsenal,1.5,1.6,Crystal Palace,Martin Atkinson,0.4,0.6,Moderate,Low,High,Low,Low,Home,1,1,Draw
440,440,27-10-2019 16:30,Liverpool,0.6,1.3,Tottenham,Anthony Taylor,0.5,0.9,Low,Moderate,Moderate,High,Moderate,Away,1,0,Home
441,441,27-10-2019 16:30,Norwich City,2.1,2.8,Manchester Utd,Stuart Attwell,1.3,2.0,Low,Moderate,Moderate,High,Low,Home,3,3,Draw
442,442,02-11-2019 12:30,Bournemouth,0.7,0.7,Manchester Utd,Chris Kavanagh,0.6,0.5,Low,Low,Moderate,Moderate,Moderate,Home,0,0,Draw
443,443,02-11-2019 15:00,Sheffield Utd,2.7,0.4,Burnley,Simon Hooper,2.7,0.4,Moderate,Low,Low,Moderate,Moderate,Away,4,0,Home
444,444,02-11-2019 15:00,Brighton,0.4,1.0,Norwich City,Kevin Friend,0.2,0.8,Low,High,Moderate,High,Moderate,Away,0,3,Away
445,445,02-11-2019 15:00,Aston Villa,1.2,2.3,Liverpool,Jonathan Moss,1.1,2.1,Low,Low,Moderate,High,Moderate,Home,0,2,Away
446,446,02-11-2019 15:00,Arsenal,3.5,0.1,Wolves,Michael Oliver,2.1,0.1,Low,Moderate,Moderate,High,Moderate,Home,2,1,Home
447,447,02-11-2019 15:00,West Ham,2.1,0.4,Newcastle Utd,Stuart Attwell,0.1,0.3,Low,Low,Moderate,High,Moderate,Away,2,0,Home
448,448,02-11-2019 15:00,Manchester City,1.5,1.0,Southampton,Lee Mason,1.4,1.0,Moderate,High,Moderate,High,Moderate,Away,2,2,Draw
449,449,02-11-2019 17:30,Watford,1.1,0.6,Chelsea,Anthony Taylor,0.8,0.4,Low,Moderate,Low,Moderate,Low,Away,1,1,Draw
450,450,03-11-2019 14:00,Crystal Palace,1.4,1.2,Leicester City,Paul Tierney,0.8,1.0,Moderate,Low,Moderate,High,Moderate,Away,0,1,Away
451,451,03-11-2019 16:30,Everton,3.5,0.3,Tottenham,Martin Atkinson,2.4,0.3,Low,Low,Low,Moderate,Low,Home,4,0,Home
452,452,08-11-2019 20:00,Norwich City,2.3,1.0,Watford,Andre Marriner,1.2,0.6,Moderate,Moderate,Moderate,Moderate,High,Away,3,1,Home
453,453,09-11-2019 12:30,Chelsea,2.3,1.0,Crystal Palace,Mike Dean,1.2,0.6,Moderate,Moderate,Moderate,Moderate,High,Away,3,1,Home
454,454,09-11-2019 15:00,Southampton,0.4,1.7,Everton,Paul Tierney,0.4,1.5,Low,Moderate,Moderate,High,Low,Away,2,3,Away
455,455,09-11-2019 15:00,Burnley,2.2,0.6,West Ham,Kevin Friend,2.1,0.5,Moderate,High,Moderate,High,Moderate,Home,3,0,Home
456,456,09-11-2019 15:00,Newcastle Utd,2.8,1.6,Bournemouth,Martin Atkinson,0.8,0.6,Moderate,Moderate,Moderate,Moderate,Low,Home,2,2,Draw
457,457,09-11-2019 15:00,Tottenham,0.5,2.0,Sheffield Utd,Graham Scott,0.5,1.2,Low,Low,Low,Moderate,Moderate,Away,0,3,Away
458,458,09-11-2019 17:30,Leicester City,0.9,2.1,Arsenal,Chris Kavanagh,0.8,2.1,Low,Low,Low,High,Moderate,Away,0,1,Away
459,459,10-11-2019 14:00,Manchester Utd,0.8,0.7,Brighton,Jonathan Moss,0.6,0.9,Moderate,Moderate,Low,High,Low,Home,2,2,Draw
460,460,10-11-2019 14:00,Wolves,1.3,0.7,Aston Villa,Anthony Taylor,0.6,1.3,High,High,Moderate,High,Moderate,Home,1,1,Draw
461,461,10-11-2019 16:30,Liverpool,1.0,3.3,Manchester City,Michael Oliver,0.8,3.2,Moderate,High,Low,High,Low,Away,1,5,Away
462,462,23-11-2019 12:30,West Ham,2.0,0.2,Tottenham,Michael Oliver,1.1,0.2,Moderate,Moderate,Low,Moderate,High,Home,3,1,Home
463,463,23-11-2019 15:00,Crystal Palace,1.2,0.5,Liverpool,Kevin Friend,0.7,0.5,Low,Low,Moderate,Moderate,Low,Away,3,1,Home
464,464,23-11-2019 15:00,Arsenal,1.3,1.3,Southampton,Stuart Attwell,0.2,0.7,Low,Low,Low,High,Moderate,Away,3,2,Home
465,465,23-11-2019 15:00,Bournemouth,2.8,0.8,Wolves,Simon Hooper,2.0,0.6,High,Low,Low,High,Low,Home,3,0,Home
466,466,23-11-2019 15:00,Everton,0.8,0.7,Norwich City,Anthony Taylor,0.7,0.5,Low,Low,Moderate,Moderate,High,Away,0,1,Away
467,467,23-11-2019 15:00,Brighton,0.7,1.2,Leicester City,Mike Dean,0.7,1.1,Low,Low,Moderate,High,Low,Away,1,1,Draw
468,468,23-11-2019 15:00,Watford,1.5,3.7,Burnley,Paul Tierney,1.5,3.6,Moderate,Moderate,Moderate,High,Moderate,Away,2,5,Away
469,469,23-11-2019 17:30,Manchester City,0.6,1.0,Chelsea,Martin Atkinson,0.5,0.9,Moderate,Moderate,Moderate,High,Low,Away,0,0,Draw
470,470,24-11-2019 16:30,Sheffield Utd,0.7,1.1,Manchester Utd,Andre Marriner,0.5,0.6,Low,Moderate,Moderate,Moderate,Low,Away,0,1,Away
471,471,25-11-2019 20:00,Aston Villa,1.3,0.4,Newcastle Utd,Lee Mason,1.2,0.3,Moderate,Low,Low,Moderate,Low,Home,2,0,Home
472,472,30-11-2019 12:30,Newcastle Utd,0.5,0.4,Manchester City,Chris Kavanagh,0.4,0.3,Low,Moderate,Moderate,Moderate,Low,Home,0,0,Draw
473,473,30-11-2019 15:00,Tottenham,1.6,1.2,Bournemouth,Lee Mason,1.6,0.9,Moderate,High,Moderate,High,Low,Away,1,2,Away
474,474,30-11-2019 15:00,Liverpool,1.5,0.3,Brighton,Martin Atkinson,0.8,0.2,Moderate,Low,Moderate,High,Moderate,Home,4,0,Home
475,475,30-11-2019 15:00,Burnley,2.1,0.1,Crystal Palace,Peter Bankes,1.6,0.1,Moderate,High,Low,High,Low,Away,1,2,Away
476,476,30-11-2019 15:00,Chelsea,1.0,0.4,West Ham,Jonathan Moss,0.8,0.4,Low,Low,Moderate,High,Moderate,Away,0,1,Away
477,477,30-11-2019 17:30,Southampton,1.2,1.6,Watford,Michael Oliver,0.7,0.7,Low,Moderate,Moderate,Moderate,Moderate,Away,1,3,Away
478,478,01-12-2019 14:00,Norwich City,0.9,0.7,Arsenal,Paul Tierney,0.5,0.5,Low,Low,Moderate,Moderate,High,Home,0,0,Draw
479,479,01-12-2019 14:00,Wolves,0.3,0.9,Sheffield Utd,David Coote,0.1,0.9,Low,Low,Moderate,Moderate,Moderate,Home,1,2,Away
480,480,01-12-2019 16:30,Leicester City,0.6,0.4,Everton,Graham Scott,0.5,0.3,Moderate,Moderate,Low,High,Low,Home,2,0,Home
481,481,01-12-2019 16:30,Manchester Utd,0.7,2.1,Aston Villa,Craig Pawson,0.3,1.5,Low,Moderate,Moderate,Low,Low,Home,0,4,Away
482,482,03-12-2019 19:30,Crystal Palace,0.8,2.0,Bournemouth,Anthony Taylor,0.9,2.5,Moderate,Moderate,Moderate,Moderate,High,Away,1,2,Away
483,483,03-12-2019 20:15,Burnley,0.8,0.6,Manchester City,Jonathan Moss,0.8,0.3,Low,Moderate,Moderate,High,Moderate,Home,1,0,Home
484,484,04-12-2019 19:30,Wolves,1.5,0.5,West Ham,Andre Marriner,1.5,0.5,Low,Moderate,Moderate,High,Low,Home,5,1,Home
485,485,04-12-2019 19:30,Southampton,0.3,2.0,Norwich City,Kevin Friend,0.3,1.1,Low,Moderate,Moderate,High,High,Home,0,1,Away
486,486,04-12-2019 19:30,Chelsea,1.2,0.9,Aston Villa,Chris Kavanagh,0.9,0.3,Low,Moderate,Moderate,High,Low,Home,2,1,Home
487,487,04-12-2019 19:30,Manchester Utd,1.7,0.9,Tottenham,Paul Tierney,1.6,0.8,Moderate,High,Low,High,Low,Home,2,1,Home
488,488,04-12-2019 19:30,Leicester City,1.4,2.1,Watford,Craig Pawson,1.1,1.3,Low,Low,Moderate,High,Low,Away,1,2,Away
489,489,04-12-2019 20:15,Liverpool,3.6,0.5,Everton,Mike Dean,2.7,0.5,High,Low,Moderate,Moderate,Moderate,Home,5,1,Home
490,490,05-12-2019 19:30,Sheffield Utd,1.0,0.6,Newcastle Utd,Stuart Attwell,0.9,0.5,Low,Low,Moderate,Low,Low,Home,4,0,Home
491,491,05-12-2019 20:15,Arsenal,1.9,1.0,Brighton,Graham Scott,1.5,0.6,Low,Low,Low,High,Low,Home,2,2,Draw
492,492,07-12-2019 12:30,Everton,1.2,0.3,Chelsea,Craig Pawson,0.9,0.3,Low,Low,Moderate,Moderate,Moderate,Home,2,0,Home
493,493,07-12-2019 15:00,Tottenham,1.2,0.8,Burnley,Kevin Friend,1.1,0.6,Moderate,Moderate,Moderate,High,Low,Home,2,1,Home
494,494,07-12-2019 15:00,Watford,1.3,1.5,Crystal Palace,Martin Atkinson,1.0,0.9,Low,Moderate,Moderate,High,Moderate,Home,4,2,Home
495,495,07-12-2019 15:00,Bournemouth,1.3,0.7,Liverpool,Chris Kavanagh,1.2,0.4,Low,Low,Moderate,Moderate,Moderate,Home,1,1,Draw
496,496,07-12-2019 17:30,Manchester City,2.8,1.0,Manchester Utd,Anthony Taylor,1.5,0.8,High,High,Moderate,High,Moderate,Home,0,0,Draw
497,497,08-12-2019 14:00,Norwich City,2.2,0.3,Sheffield Utd,Simon Hooper,1.5,0.2,Low,Low,Moderate,Moderate,Moderate,Home,1,0,Home
498,498,08-12-2019 14:00,Aston Villa,3.0,1.2,Leicester City,Michael Oliver,2.0,1.1,Low,Low,Moderate,Moderate,Low,Home,2,1,Home
499,499,08-12-2019 14:00,Newcastle Utd,0.4,2.4,Southampton,David Coote,0.3,2.0,Low,Moderate,Moderate,High,Low,Home,1,2,Away
500,500,08-12-2019 16:30,Brighton,1.8,0.7,Wolves,Jonathan Moss,0.9,0.3,Low,High,Low,High,Low,Away,1,0,Home
501,501,09-12-2019 20:00,West Ham,1.7,1.7,Arsenal,Mike Dean,1.0,0.9,Moderate,High,Moderate,High,Moderate,Home,1,0,Home
502,502,14-12-2019 12:30,Liverpool,2.5,0.3,Watford,Andre Marriner,2.4,0.1,Low,Moderate,Moderate,High,High,Away,2,0,Home
503,503,14-12-2019 15:00,Leicester City,0.6,1.9,Norwich City,Andy Madley,0.6,1.0,Low,Low,Moderate,High,Low,Away,1,3,Away
504,504,14-12-2019 15:00,Burnley,0.3,0.7,Newcastle Utd,Tim Robinson,0.2,0.6,Moderate,High,Moderate,High,Low,Away,0,0,Draw
505,505,14-12-2019 15:00,Sheffield Utd,2.2,1.4,Aston Villa,Peter Bankes,1.3,1.5,Low,Low,Moderate,High,Moderate,Home,2,0,Home
506,506,14-12-2019 15:00,Chelsea,1.6,0.5,Bournemouth,Graham Scott,0.5,0.4,Low,Low,Moderate,Moderate,Moderate,Home,1,0,Home
507,507,14-12-2019 17:30,Southampton,1.4,0.3,West Ham,Martin Atkinson,0.7,0.2,Low,Low,Low,High,Moderate,Away,1,1,Draw
508,508,15-12-2019 14:00,Manchester Utd,1.7,0.4,Everton,Michael Oliver,1.5,0.2,High,Moderate,Moderate,Moderate,Moderate,Home,1,1,Draw
509,509,15-12-2019 14:00,Wolves,1.6,0.8,Tottenham,Stuart Attwell,1.4,0.6,Moderate,Low,Moderate,Moderate,Low,Away,0,3,Away
510,510,15-12-2019 16:30,Arsenal,1.3,0.6,Manchester City,Paul Tierney,0.8,0.5,Low,Low,Low,High,Low,Home,0,0,Draw
511,511,16-12-2019 19:45,Crystal Palace,1.2,1.4,Brighton,Craig Pawson,2.6,0.6,Moderate,Moderate,Low,High,Low,Away,1,1,Draw
512,512,21-12-2019 12:30,Everton,0.7,2.1,Arsenal,Kevin Friend,0.6,1.8,Low,Low,Low,High,Low,Away,2,3,Away
513,513,21-12-2019 15:00,Norwich City,1.7,1.5,Wolves,Peter Bankes,0.8,0.6,Low,Low,Low,High,Low,Away,1,1,Draw
514,514,21-12-2019 15:00,Brighton,0.8,0.9,Sheffield Utd,Robert Jones,0.8,0.5,Moderate,Low,Low,Low,Moderate,Home,3,2,Home
515,515,21-12-2019 15:00,Newcastle Utd,1.6,0.6,Crystal Palace,Simon Hooper,1.2,0.8,Moderate,High,Moderate,Moderate,Moderate,Home,1,0,Home
516,516,21-12-2019 15:00,Aston Villa,2.3,0.4,Southampton,Craig Pawson,0.5,0.8,Low,Moderate,Low,High,Low,Home,1,1,Draw
517,517,21-12-2019 15:00,Bournemouth,1.5,1.1,Burnley,Martin Atkinson,1.1,1.2,Low,High,Low,Moderate,Moderate,Home,2,0,Home
518,518,21-12-2019 17:30,Manchester City,0.8,1.7,Leicester City,Mike Dean,0.6,1.7,Moderate,Moderate,Moderate,High,Moderate,Away,1,1,Draw
519,519,22-12-2019 14:00,Watford,2.3,3.7,Manchester Utd,Lee Mason,1.4,2.5,Moderate,Moderate,Moderate,Moderate,Moderate,Home,3,2,Home
520,520,22-12-2019 16:30,Tottenham,0.5,1.3,Chelsea,Anthony Taylor,0.5,1.1,Low,Low,Moderate,Moderate,Low,Home,1,0,Home
521,521,26-12-2019 12:30,Tottenham,1.7,1.6,Brighton,Graham Scott,0.8,0.6,Low,Low,Moderate,Moderate,Moderate,Away,2,2,Draw
522,522,26-12-2019 15:00,Aston Villa,1.4,1.8,Norwich City,Chris Kavanagh,1.0,1.0,Moderate,Moderate,Moderate,High,Low,Away,0,2,Away
523,523,26-12-2019 15:00,Crystal Palace,1.0,2.1,West Ham,Andre Marriner,0.9,1.6,Low,Moderate,Moderate,High,High,Home,1,1,Draw
524,524,26-12-2019 15:00,Bournemouth,0.3,1.5,Arsenal,Stuart Attwell,0.3,0.7,Moderate,High,Moderate,Moderate,Moderate,Home,0,0,Draw
525,525,26-12-2019 15:00,Sheffield Utd,2.3,1.4,Watford,David Coote,1.9,1.0,Low,Moderate,Low,High,Low,Away,1,1,Draw
526,526,26-12-2019 15:00,Everton,0.8,0.6,Burnley,Anthony Taylor,0.8,0.3,Low,Moderate,Moderate,High,Moderate,Home,1,0,Home
527,527,26-12-2019 15:00,Chelsea,0.7,0.9,Southampton,Jonathan Moss,0.5,0.9,Low,Low,Moderate,Moderate,Low,Home,1,1,Draw
528,528,26-12-2019 17:30,Manchester Utd,1.0,1.7,Newcastle Utd,Kevin Friend,0.6,1.1,Low,Low,Moderate,High,Moderate,Home,2,3,Away
529,529,26-12-2019 20:00,Leicester City,0.7,0.8,Liverpool,Michael Oliver,0.7,0.7,Low,Low,Moderate,Moderate,Low,Home,0,1,Away
530,530,27-12-2019 19:45,Wolves,0.6,1.2,Manchester City,Martin Atkinson,0.5,0.2,Moderate,Moderate,Low,High,Low,Away,0,0,Draw
531,531,28-12-2019 12:30,Brighton,1.6,1.4,Bournemouth,Paul Tierney,1.5,1.4,Low,Moderate,Moderate,High,Moderate,Away,0,1,Away
532,532,28-12-2019 15:00,Watford,0.8,1.7,Aston Villa,Simon Hooper,0.4,0.9,Low,Moderate,Low,Moderate,Low,Home,2,2,Draw
533,533,28-12-2019 15:00,Newcastle Utd,0.9,1.0,Everton,Lee Mason,0.7,0.9,Moderate,Moderate,Low,High,Moderate,Away,1,3,Away
534,534,28-12-2019 15:00,Southampton,0.7,0.6,Crystal Palace,Andy Madley,0.6,0.6,Low,Low,Low,High,Low,Away,1,2,Away
535,535,28-12-2019 17:30,West Ham,2.3,1.0,Leicester City,David Coote,2.6,0.9,Low,Moderate,Moderate,High,Moderate,Home,1,1,Draw
536,536,28-12-2019 17:30,Norwich City,2.4,1.9,Tottenham,Kevin Friend,2.1,0.4,Low,Low,Moderate,Moderate,Low,Home,1,1,Draw
537,537,28-12-2019 19:45,Burnley,0.3,2.2,Manchester Utd,Mike Dean,0.3,0.9,Moderate,High,Low,High,Moderate,Away,0,3,Away
538,538,29-12-2019 14:00,Arsenal,0.9,1.4,Chelsea,Craig Pawson,0.9,1.3,Low,Moderate,Moderate,High,Low,Away,0,0,Draw
539,539,29-12-2019 16:30,Liverpool,0.5,0.6,Wolves,Anthony Taylor,0.3,0.6,Moderate,High,Low,High,Low,Away,1,2,Away
540,540,29-12-2019 18:00,Manchester City,1.7,1.6,Sheffield Utd,Chris Kavanagh,0.8,0.6,Low,Low,Moderate,Moderate,Moderate,Away,2,2,Draw
541,541,01-01-2020 12:30,Brighton,0.7,2.4,Chelsea,Stuart Attwell,0.5,1.3,Low,Low,Low,High,Low,Away,2,3,Away
542,542,01-01-2020 12:30,Burnley,2.6,0.8,Aston Villa,Michael Oliver,2.1,0.6,Low,Low,Moderate,Moderate,Low,Away,2,1,Home
543,543,01-01-2020 15:00,Newcastle Utd,0.8,0.3,Leicester City,Martin Atkinson,0.5,0.3,Moderate,Low,Moderate,High,Moderate,Away,0,0,Draw
544,544,01-01-2020 15:00,Southampton,0.4,1.2,Tottenham,Mike Dean,1.3,0.3,Low,Moderate,Low,High,Moderate,Home,0,3,Away
545,545,01-01-2020 15:00,Watford,1.2,1.8,Wolves,Andy Madley,0.8,1.9,Low,Low,High,Low,Low,Home,2,2,Draw
546,546,01-01-2020 17:30,Norwich City,1.5,0.8,Crystal Palace,Jonathan Moss,0.6,0.7,Moderate,Moderate,Moderate,High,Moderate,Away,2,1,Home
547,547,01-01-2020 17:30,West Ham,0.5,1.9,Bournemouth,Graham Scott,0.5,1.8,Moderate,High,Low,Moderate,Low,Away,1,1,Draw
548,548,01-01-2020 17:30,Manchester City,0.5,1.3,Everton,Andre Marriner,0.3,0.5,Moderate,Moderate,Low,High,Moderate,Away,0,1,Away
549,549,01-01-2020 20:00,Arsenal,0.9,2.9,Manchester Utd,Chris Kavanagh,0.5,0.5,Moderate,Moderate,Moderate,Moderate,Low,Away,2,5,Away
550,550,02-01-2020 20:00,Liverpool,1.0,0.5,Sheffield Utd,Paul Tierney,1.1,0.7,Low,Low,Low,Moderate,Low,Home,1,0,Home
551,551,10-01-2020 20:00,Sheffield Utd,2.4,0.7,West Ham,Michael Oliver,2.1,0.5,Low,Low,Low,High,Moderate,Away,3,0,Home
552,552,11-01-2020 12:30,Crystal Palace,2.0,0.3,Arsenal,Paul Tierney,0.9,0.7,Moderate,Moderate,Low,High,Low,Away,3,0,Home
